ibjjf_name,ibjjf_profile_url,academy,gender,ranking_category,ruleset,points,same_academy_people_ids,same_academy_people_names,academy_known_people_count,signal_type,confidence,publication_policy,evidence
Elielson Ferreira Brito,https://ibjjf.com/athletes/elielson-brito,Academia Marangoni,male,master3,gi,12,7698,Gabriel Marangoni,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Academia Marangoni""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Wilian Pereira Chavez,https://ibjjf.com/athletes/william-chavez,PSLPB Cicero Costha,male,master3,gi,12,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Hemerson Hubaldo da Silva,https://ibjjf.com/athletes/hemerson-silva,Nova União,male,master3,gi,12,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Cyrio Xavier M. de Araújo,https://ibjjf.com/athletes/cyrio,CheckMat,male,master3,gi,11.0,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Cassiano Giraldeli de Melo,https://ibjjf.com/athletes/cassiano-melo,CheckMat,male,master3,gi,11.0,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Wolfgang Y. R. Finol,https://ibjjf.com/athletes/wolfgang-finol,Fight Sports,male,master3,gi,10.5,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
João Marcelo Briggs da Cruz,https://ibjjf.com/athletes/joao-cruz,Nova Geração,male,master3,gi,10,714; 311; 1640; 1707; 4481,Francisco Albuquerque; Alexandre Pimentel; Andre Monteiro; Bruno Ferreira; Mauro Ayres,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova Geração""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Arthur Nogueira Dib,https://ibjjf.com/athletes/arthur-dib,De La Riva JJ,male,master3,gi,10.0,7928,Claudia Doval,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""De La Riva JJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Douglas Araújo Monge,https://ibjjf.com/athletes/douglas-monge,XCoach,male,master3,gi,10,13392,Gabriel Volante,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""XCoach""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Renato Menezes dos Santos,https://ibjjf.com/athletes/renato-santos-c947a3635b71,GF Team,male,master3,gi,10,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Mirko Silvestri,https://ibjjf.com/athletes/mirko-silvestri,Aeterna Jiu-Jitsu,male,master3,gi,9,7082,Luca Anacoreta,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Aeterna Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Adilson Rodrigues dos Santos,https://ibjjf.com/athletes/adilson-santos,Ns Brotherhood,male,master3,gi,9,1188; 7256,Leandro Lo; Jan Buatim,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Ns Brotherhood""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Marcus A Beach-Larrieu,https://ibjjf.com/athletes/marcus-larrieu,Carlson Gracie,male,master3,gi,9,22; 5998; 2062; 2583; 690,Carlson Gracie; Carlson Gracie Junior; Crezio de Souza; Alan Moraes; Fernando Marques,20,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Carlson Gracie""; o acervo possui 20 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Royce Gunnar Curtiss,https://ibjjf.com/athletes/royce-curtiss,Renzo Gracie Academy,male,master3,gi,9,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Eduardo da Silva Carneiro,https://ibjjf.com/athletes/eduardo-carneiro,Zenith BJJ,male,master3,gi,9,6006; 11093; 543,Paulo Rezende; Emilio Hernandez; Rodrigo Cavaca,3,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Zenith BJJ""; o acervo possui 3 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Allen de Lima Perea,https://ibjjf.com/athletes/allen-perea,Nova União,male,master3,gi,9,78; 634; 6756; 4334; 195,Andre Pederneiras; Wendell Alexander; Rodrigo Silva; Andre da Silva; Robson Moura,39,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Nova União""; o acervo possui 39 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Gamal Atta,https://ibjjf.com/athletes/gamal-atta,Ns Brotherhood,male,master3,gi,9,1188; 7256,Leandro Lo; Jan Buatim,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Ns Brotherhood""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Marcelo Magalhaes Villela Dias,https://ibjjf.com/athletes/marcelo-dias-39b8cd5e1d82,Brazilian Top Team,male,master3,gi,9,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Mário Simões Sousa Graça,https://ibjjf.com/athletes/mario-graca,GF Team,male,master3,gi,9,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Carlos Alberto Paredes,https://ibjjf.com/athletes/carlos-paredes,Fight Sports,male,master3,gi,9,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rafael Eduardo Ramirez,https://ibjjf.com/athletes/rafael-ramirez,Fight Sports,male,master3,gi,9,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luiz Paulo Barbosa Alves,https://ibjjf.com/athletes/luiz-alves-ce75c63efc05,CheckMat,male,master3,gi,9,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Louis Anthony Cugini,https://ibjjf.com/athletes/louis-cugini,Vitor Shaolin BJJ,male,master3,gi,9,9064,Silvio Duran,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Vitor Shaolin BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Carlos Eduardo Mendez Nieto,https://ibjjf.com/athletes/carlos-mendez,Relson Gracie,male,master3,gi,9,453,Daniel Moraes,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Relson Gracie""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luis G. Borngraeber,https://ibjjf.com/athletes/luis-borngraeber,Renzo Gracie Academy,male,master3,gi,9,10000; 5649; 7442; 9760; 5617,Doug Pelinkovic; Gary Tonon; Edward Cummings; Frank Rosenthal; Jamie Cruz,10,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Renzo Gracie Academy""; o acervo possui 10 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luciano Veras Martins,https://ibjjf.com/athletes/luciano-martins-a6f39b329f88,GF Team,male,master3,gi,9,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Carlos Alexandre de C. Rodrigues,https://ibjjf.com/athletes/carlos-rodrigues,Big Brothers,male,master3,gi,9,6403,Leonardo Dalla,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Big Brothers""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Jon Timothy Daw,https://ibjjf.com/athletes/jon-daw,Future School of Jiu-Jitsu,male,master3,gi,8,12225,Igor Feliz,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Future School of Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
James Frank Haourt,https://ibjjf.com/athletes/james-haourt,Toronto BJJ,male,master3,gi,7.5,8783,Yacinta Nguyen,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Toronto BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luiz Felipe Bragiao,https://ibjjf.com/athletes/luiz-bragiao,Carlson Gracie,male,master3,gi,7.5,22; 5998; 2062; 2583; 690,Carlson Gracie; Carlson Gracie Junior; Crezio de Souza; Alan Moraes; Fernando Marques,20,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Carlson Gracie""; o acervo possui 20 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Eder Paulo Moraes Fernandes,https://ibjjf.com/athletes/eder-fernandes,De La Riva JJ,male,master3,gi,7,7928,Claudia Doval,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""De La Riva JJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Eliezer Douglas Pedroso,https://ibjjf.com/athletes/eliezer-pedroso,Toronto BJJ,male,master3,gi,7,8783,Yacinta Nguyen,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Toronto BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
José Marcos G. F. B. Geronymo,https://ibjjf.com/athletes/jose-geronymo,XCoach,male,master3,gi,7,13392,Gabriel Volante,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""XCoach""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Celso Ricardo Devito,https://ibjjf.com/athletes/celso-devito,PSLPB Cicero Costha,male,master3,gi,6,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Fernando Lucas Guimarães Bicalho,https://ibjjf.com/athletes/fernando-bicalho,Guigo JJ,male,master3,gi,6,693; 11423; 9483; 11766; 1624,Luiz Guilherme; Meyram Maquine; Eduardo Lopes; Gabriel Costa; Leonardo Arruda,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Guigo JJ""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Paulo Alexandre de Souza,https://ibjjf.com/athletes/paulo-souza-5fe7bef83b37,GF Team,male,master3,gi,6,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Cleverson Gomes Nogueira,https://ibjjf.com/athletes/cleverson,CheckMat,male,master3,gi,6,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Sammy Dias Sampaio,https://ibjjf.com/athletes/sammy-sampaio,CheckMat,male,master3,gi,6,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Ricardo Gripa Guzzo,https://ibjjf.com/athletes/ricardo-guzzo,CheckMat,male,master3,gi,6,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rodrigo Salustino Amâncio,https://ibjjf.com/athletes/rodrigo-amancio,CheckMat,male,master3,gi,6,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Hailton Maia da Silva Junior,https://ibjjf.com/athletes/hailton,CheckMat,male,master3,gi,6,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Andrew Kim,https://ibjjf.com/athletes/andrew-kim-785266c1c4fe,Roberto Traven BJJ,male,master3,gi,6,7079,Carlos Farias,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roberto Traven BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Steven Kenoris Toliver,https://ibjjf.com/athletes/steven-toliver,Bjj Conquest,male,master3,gi,6,7732,Vicente Junior,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Bjj Conquest""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Diego Alberto Montenegro Koerber,https://ibjjf.com/athletes/diego-koerber,Fight Sports,male,master3,gi,6,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Evander Carlos Dias,https://ibjjf.com/athletes/evander-dias,GF Team,male,master3,gi,6,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Ulric Szabo,https://ibjjf.com/athletes/ulric-szabo,Brasa,male,master3,gi,6,702; 112; 935; 579; 559,Muzio de Angelis; Demian Maia; Leonardo Castello Branco; Octavio Couto; Rodrigo Medeiros,7,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brasa""; o acervo possui 7 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Luis Fernando De La Fuente,https://ibjjf.com/athletes/luis-fuente,Carlson Gracie,male,master3,gi,6,22; 5998; 2062; 2583; 690,Carlson Gracie; Carlson Gracie Junior; Crezio de Souza; Alan Moraes; Fernando Marques,20,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Carlson Gracie""; o acervo possui 20 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Kenneth L Martin,https://ibjjf.com/athletes/kenneth-martin,Pedigo Submission Fighting,male,master3,gi,6,11359; 11808,Heath Pedigo; Andrew Wiltse,2,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Pedigo Submission Fighting""; o acervo possui 2 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Isaac Viana de Quadros,https://ibjjf.com/athletes/isaac-quadros,CheckMat,male,master3,gi,6,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Christopher Douglas Pontes de Oliveira,https://ibjjf.com/athletes/christopher-oliveira,CheckMat,male,master3,gi,6,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Walter Pereira da Silva Junior,https://ibjjf.com/athletes/walter-junior-f34df75dd1ae,Lotus Club,male,master3,gi,6,14205,Alexandre Manara,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Lotus Club""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Felipe Cristovão Osti,https://ibjjf.com/athletes/felipe-osti,Zenith BJJ,male,master3,gi,6,6006; 11093; 543,Paulo Rezende; Emilio Hernandez; Rodrigo Cavaca,3,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Zenith BJJ""; o acervo possui 3 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Vagner de Almeida Marinho,https://ibjjf.com/athletes/vagner-marinho,De La Riva JJ,male,master3,gi,6,7928,Claudia Doval,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""De La Riva JJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Kenneth Scott Davis Jr.,https://ibjjf.com/athletes/kenneth-davis,Roberto Traven BJJ,male,master3,gi,6,7079,Carlos Farias,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Roberto Traven BJJ""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Moizés Constatino Ferreira Neto,https://ibjjf.com/athletes/moizes-neto,Gracie Humaita,male,master3,gi,6,515; 903; 1445; 613; 6339,Royler Gracie; Leticia Ribeiro; Rolker Gracie; Wellington Dias; Admilson Brites,34,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Gracie Humaita""; o acervo possui 34 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Sérgio Martins Cardoso,https://ibjjf.com/athletes/sergio-cardoso,SAS Team,male,master3,gi,5,9338,Guybson Sa,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""SAS Team""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Julio Cesar Costa Leão,https://ibjjf.com/athletes/julio-leao,GF Team,male,master3,gi,5,203; 8116; 11917; 2035; 9166,Julio Cesar; Dante Leon; Gabriel Marinho; Vitor Henrique; Alexandre Barauna,50,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""GF Team""; o acervo possui 50 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Carlos Eduardo da Silva Guedes,https://ibjjf.com/athletes/carlos-guedes,Vision,male,master3,gi,5,13577; 12753; 12845,Brigida Carvalho Felipe; Gabriela Pereira; Thalyta Silva,3,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Vision""; o acervo possui 3 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Paolo Enrique Velazquez Cardenas,https://ibjjf.com/athletes/paolo,Fight Sports,male,master3,gi,5,224; 11384; 12178; 13473; 13031,Roberto Abreu; Andre Porfirio; Joao Costa; Kauane Silva; Lucas Lisboa,12,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Fight Sports""; o acervo possui 12 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Rogério Passos Pinheiro,https://ibjjf.com/athletes/rogerio-pinheiro,Brazilian Top Team,male,master3,gi,4.5,627; 8409; 249; 232; 1675,Murilo Bustamante; Ricardo Marques; Anderson Pereira; Jose Mario Sperry; Luis Roberto Duarte,6,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Brazilian Top Team""; o acervo possui 6 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Diego Francisco Gomes,https://ibjjf.com/athletes/diego-gomes-64fce676f30a,PSLPB Cicero Costha,male,master3,gi,4,1155; 13076; 7704; 6151; 13062,Cicero Costha; Francisco Lo; Helton Jose Junior; Hiago George; Leonardo Mario,5,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""PSLPB Cicero Costha""; o acervo possui 5 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Tiago dos Santos Ferreira,https://ibjjf.com/athletes/tiago-ferreira-3b2bd8ed8e51,CheckMat,male,master3,gi,4,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Deusiney Robson de Araujo Farias,https://ibjjf.com/athletes/deusiney-farias,Demian Maia Jiu-Jitsu,male,master3,gi,4,7103,Wagner Mota,1,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""Demian Maia Jiu-Jitsu""; o acervo possui 1 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
Franco Giovani  Berteli,https://ibjjf.com/athletes/franco-berteli,CheckMat,male,master3,gi,4,419; 338; 875; 963; 405,Leonardo Vieira; Ricardo Vieira; Lucas Leite; Carlos Vieira Holanda; Marco Canha,85,academy_name_overlap_only,research_lead,never_publish_as_lineage_without_direct_source,"O ranking da IBJJF associa o atleta à academia ""CheckMat""; o acervo possui 85 pessoa(s) com o mesmo nome de academia. Isso não identifica professor nem comprova graduação."
