affiliation_id,person_id,organization_id,relation_type,source_observation_id,start_date,end_date,status,notes,original_sheet,original_row
AFF-V06-P0342-311,P0342,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,320
AFF-V06-P0160-312,P0160,O-V06-ART-OF-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Art of Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,321
AFF-V06-P0134-313,P0134,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,322
AFF-V06-P0124-314,P0124,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,323
AFF-V06-P0153-315,P0153,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,324
AFF-V06-P0123-316,P0123,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,325
AFF-V06-P0309-317,P0309,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,326
AFF-V06-P0403-318,P0403,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,327
AFF-V06-P0137-319,P0137,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,328
AFF-V06-P0159-320,P0159,O-V06-ATOS,reported historical affiliation,,,,research material,Reported text: Atos / Art of Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,329
AFF-V06-P0116-321,P0116,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,330
AFF-V06-P0238-322,P0238,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,331
AFF-V06-P0301-323,P0301,O-V06-NOVA-UNIAO,reported historical affiliation,,,,research material,Reported text: Nova União. Not proof of black belt promotion.,Pessoas,332
AFF-V06-P0112-324,P0112,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,333
AFF-V06-P0141-325,P0141,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,334
AFF-V06-P0191-326,P0191,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,335
AFF-V06-P0239-327,P0239,O-V06-GRACIE,reported historical affiliation,,,,research material,Reported text: Gracie. Not proof of black belt promotion.,Pessoas,336
AFF-V06-P0065-328,P0065,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,337
AFF-V06-P0242-329,P0242,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,338
AFF-V06-P0115-330,P0115,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,339
AFF-V06-P0102-331,P0102,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,340
AFF-V06-P0027-332,P0027,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,341
AFF-V06-P0053-333,P0053,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,342
AFF-V06-P0272-334,P0272,O-V06-AMERICAN-TOP-TEAM,reported historical affiliation,,,,research material,Reported text: American Top Team. Not proof of black belt promotion.,Pessoas,343
AFF-V06-P0223-335,P0223,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,344
AFF-V06-P0068-336,P0068,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,345
AFF-V06-P0013-337,P0013,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,346
AFF-V06-P0063-338,P0063,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,347
AFF-V06-P0204-339,P0204,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,348
AFF-V06-P0346-340,P0346,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,349
AFF-V06-P0366-341,P0366,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem. Not proof of black belt promotion.,Pessoas,350
AFF-V06-P0307-342,P0307,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,351
AFF-V06-P0235-343,P0235,O-V06-GRACIE,reported historical affiliation,,,,research material,Reported text: Gracie. Not proof of black belt promotion.,Pessoas,352
AFF-V06-P0167-344,P0167,O-V06-NS-BROTHERHOOD,reported historical affiliation,,,,research material,Reported text: NS Brotherhood. Not proof of black belt promotion.,Pessoas,353
AFF-V06-P0246-345,P0246,O-V06-MACHADO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Machado Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,354
AFF-V06-P0186-346,P0186,O-V06-DRYSDALE-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Drysdale Jiu-Jitsu / Checkmat. Not proof of black belt promotion.,Pessoas,355
AFF-V06-P0042-347,P0042,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,356
AFF-V06-P0184-348,P0184,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,357
AFF-V06-P0279-349,P0279,O-V06-CAVACA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Cavaca Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,358
AFF-V06-P0046-350,P0046,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,359
AFF-V06-P0148-351,P0148,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,360
AFF-V06-P0414-352,P0414,O-V06-CARLSON-GRACIE-TEAM,reported historical affiliation,,,,research material,Reported text: Carlson Gracie Team. Not proof of black belt promotion.,Pessoas,361
AFF-V06-P0391-353,P0391,O-V06-RIBEIRO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Ribeiro Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,362
AFF-V06-P0024-354,P0024,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,363
AFF-V06-P0345-355,P0345,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,364
AFF-V06-P0208-356,P0208,O-V06-ROGER-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Roger Gracie Academy. Not proof of black belt promotion.,Pessoas,365
AFF-V06-P0319-357,P0319,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,366
AFF-V06-P0005-358,P0005,O-V06-GRACIE,reported historical affiliation,,,,research material,Reported text: Gracie. Not proof of black belt promotion.,Pessoas,367
AFF-V06-P0006-359,P0006,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / antiga Jacaré Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,368
AFF-V06-P0254-360,P0254,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,369
AFF-V06-P0237-361,P0237,O-V06-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Gracie Academy. Not proof of black belt promotion.,Pessoas,370
AFF-V06-P0212-362,P0212,O-V06-ROGER-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Roger Gracie Academy. Not proof of black belt promotion.,Pessoas,371
AFF-V06-P0236-363,P0236,O-V06-GRACIE,reported historical affiliation,,,,research material,Reported text: Gracie. Not proof of black belt promotion.,Pessoas,372
AFF-V06-P0227-364,P0227,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,373
AFF-V06-P0154-365,P0154,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / Cobrinha BJJ. Not proof of black belt promotion.,Pessoas,374
AFF-V06-P0378-366,P0378,O-V06-CAIO-TERRA-ASSOCIATION,reported historical affiliation,,,,research material,Reported text: Caio Terra Association. Not proof of black belt promotion.,Pessoas,375
AFF-V06-P0402-367,P0402,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,376
AFF-V06-P0305-368,P0305,O-V06-GRACIE-BARRA-TOKUSHIMA,reported historical affiliation,,,,research material,Reported text: Gracie Barra Tokushima. Not proof of black belt promotion.,Pessoas,377
AFF-V06-P0397-369,P0397,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,378
AFF-V06-P0405-370,P0405,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,379
AFF-V06-P0321-371,P0321,O-V06-ATOS-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Atos Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,380
AFF-V06-P0266-372,P0266,O-V06-RIBEIRO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Ribeiro Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,381
AFF-V06-P0384-373,P0384,O-V06-MARCELO-GARCIA-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Marcelo Garcia Jiu-Jitsu / Alliance. Not proof of black belt promotion.,Pessoas,382
AFF-V06-P0251-374,P0251,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance. Not proof of black belt promotion.,Pessoas,383
AFF-V06-P0045-375,P0045,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,384
AFF-V06-P0351-376,P0351,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,385
AFF-V06-P0428-377,P0428,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,386
AFF-V06-P0146-378,P0146,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,387
AFF-V06-P0163-379,P0163,O-V06-ART-OF-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Art of Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,388
AFF-V06-P0229-380,P0229,O-V06-AMERICAN-TOP-TEAM,reported historical affiliation,,,,research material,Reported text: American Top Team. Not proof of black belt promotion.,Pessoas,389
AFF-V06-P0096-381,P0096,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,390
AFF-V06-P0033-382,P0033,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,391
AFF-V06-P0039-383,P0039,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,392
AFF-V06-P0091-384,P0091,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,393
AFF-V06-P0082-385,P0082,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,394
AFF-V06-P0061-386,P0061,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,395
AFF-V06-P0370-387,P0370,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem. Not proof of black belt promotion.,Pessoas,396
AFF-V06-P0434-388,P0434,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,397
AFF-V06-P0347-389,P0347,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,398
AFF-V06-P0117-390,P0117,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,399
AFF-V06-P0071-391,P0071,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,400
AFF-V06-P0043-392,P0043,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,401
AFF-V06-P0431-393,P0431,O-V06-RENZO-GRACIE-ACADEMY,reported historical affiliation,,,,research material,Reported text: Renzo Gracie Academy. Not proof of black belt promotion.,Pessoas,402
AFF-V06-P0048-394,P0048,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,403
AFF-V06-P0083-395,P0083,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,404
AFF-V06-P0218-396,P0218,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra. Not proof of black belt promotion.,Pessoas,405
AFF-V06-P0334-397,P0334,O-V06-GFTEAM,reported historical affiliation,,,,research material,Reported text: GFTeam. Not proof of black belt promotion.,Pessoas,406
AFF-V06-P0343-398,P0343,O-V06-CHECKMAT,reported historical affiliation,,,,research material,Reported text: Checkmat. Not proof of black belt promotion.,Pessoas,407
AFF-V06-P0421-399,P0421,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,408
AFF-V06-P0217-400,P0217,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra / Estima. Not proof of black belt promotion.,Pessoas,409
AFF-V06-P0388-401,P0388,O-V06-RIBEIRO-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: Ribeiro Jiu-Jitsu / Six Blades. Not proof of black belt promotion.,Pessoas,410
AFF-V06-P0268-402,P0268,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,411
AFF-V06-P0252-403,P0252,O-V06-GRACIE-BARRA,reported historical affiliation,,,,research material,Reported text: Gracie Barra / Alliance. Not proof of black belt promotion.,Pessoas,413
AFF-V06-P0121-404,P0121,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,414
AFF-V06-P0364-405,P0364,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem. Not proof of black belt promotion.,Pessoas,415
AFF-V06-P0304-406,P0304,O-V06-NOVA-UNIAO,reported historical affiliation,,,,research material,Reported text: Nova União / Vitor Shaolin BJJ. Not proof of black belt promotion.,Pessoas,416
AFF-V06-P0144-407,P0144,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,417
AFF-V06-P0097-408,P0097,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,418
AFF-V06-P0225-409,P0225,O-V06-GRACIE-HUMAITA,reported historical affiliation,,,,research material,Reported text: Gracie Humaitá. Not proof of black belt promotion.,Pessoas,419
AFF-V06-P0367-410,P0367,O-V06-PROJETO-SOCIAL-LUTANDO-PELO-BEM,reported historical affiliation,,,,research material,Reported text: Projeto Social Lutando Pelo Bem. Not proof of black belt promotion.,Pessoas,420
AFF-V06-P0131-411,P0131,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,422
AFF-V06-P0087-412,P0087,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,423
AFF-V06-P0207-413,P0207,O-V06-CAIO-TERRA,reported historical affiliation,,,,research material,Reported text: Caio Terra / former Checkmat. Not proof of black belt promotion.,Pessoas,424
AFF-V06-P0308-414,P0308,O-V06-10TH-PLANET-JIU-JITSU,reported historical affiliation,,,,research material,Reported text: 10th Planet Jiu-Jitsu. Not proof of black belt promotion.,Pessoas,425
AFF-V06-P0100-415,P0100,O-V06-ALLIANCE,reported historical affiliation,,,,research material,Reported text: Alliance / vínculo de formação citado por Fábio Gurgel. Not proof of black belt promotion.,Pessoas,426
AFF-V06-P0273-416,P0273,O-V06-BTT,reported historical affiliation,,,,research material,Reported text: BTT. Not proof of black belt promotion.,Pessoas,427
AFF-V06-P0215-417,P0215,O-V06-GRACIE-BARRA-PERNAMBUCO,reported historical affiliation,,,,research material,Reported text: Gracie Barra Pernambuco. Not proof of black belt promotion.,Pessoas,428
