person_id,full_name,nickname,country,team,entity_status,lineage_status,created_from,created_on,notes,original_sheet,original_row
P0009,Marcelo Garcia,,Brasil,Alliance / Marcelo Garcia Jiu-Jitsu,Validado,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,Consta na lista de faixas-pretas formados por Fábio Gurgel.,Pessoas,251
P0077,Marcelo Mora,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,252
P0432,Marcia Carvalho,,Brasil,Gracie Barra,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,253
P0386,Marcos “Lekinho” Tinoco,,,Marcelo Garcia Jiu-Jitsu / Alliance,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,254
P0278,Marcus 'Buchecha' Almeida,Buchecha,,Checkmat / American Top Team,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,255
P0129,Marcus Ribeiro,Scooby,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,256
P0323,Maria Alencar,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,257
P0429,Mark Cerrone,,Estados Unidos,Renzo Gracie Academy,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,258
P0324,Marlon Tajik,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,259
P0113,Mateus Lasco,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,260
P0379,Mateus Moraes,,,Caio Terra Association,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,261
P0150,Matheus Diniz,,Brasil,Marcelo Garcia Jiu-Jitsu / Alliance,Validado,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Promovido à faixa-preta por Marcelo Garcia em abril de 2015, conforme notícia de graduação.",Pessoas,262
P0385,Matheus Lutes,,,Marcelo Garcia Jiu-Jitsu / Alliance,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,263
P0318,Matheus Menezes,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,264
P0090,Matias Simonelli,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,265
P0354,Matt Serra,,,Renzo Gracie Academy,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,266
P0125,Mauricio Cascão,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,267
P0328,Maurício Oliveira Neto,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,268
P0332,Max Gimenis,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,269
P0126,Mayra Mazza,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,270
P0337,Mayssa Bastos,,,GFTeam,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,271
P0173,Melqui Galvão,,,Melqui Galvão Jiu-Jitsu,Perfil com relação apoiada,Mestre / treinador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,272
P0174,Mica Galvão,,,Melqui Galvão Jiu-Jitsu,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,273
P0036,Michael Langhi,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,274
P0320,Michael Liera Jr.,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,275
P0187,Michelle Nicolini,,,Checkmat,Perfil com relação apoiada,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,276
P0420,Mick Broster,,Reino Unido,10th Planet Jiu-Jitsu,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,277
P0427,Mike Jaramillo,,Estados Unidos,Renzo Gracie Academy,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,278
P0263,Mikey Musumeci,,,Atos / independent,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,279
P0062,Mikko Rouvali,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,280
P0002,Mitsuyo Maeda,Conde Koma,Japão / Brasil,Kodokan / circuito internacional,Contexto histórico,Raiz histórica no Brasil,Historical Lineage Research v0.6,2026-07-05,A presença no Brasil é central para a história do BJJ; ligações específicas exigem fontes próprias.,Pessoas,281
P0200,Monique Elias,,,Alliance,Perfil com relação apoiada,Atleta / professora,Historical Lineage Research v0.6,2026-07-05,,Pessoas,282
P0300,Monir Salomão,,Brasil,Academia Monir / linhagem Fadda,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,Mestre associado ao ramo Fadda e à formação de Júlio César Pereira; ainda buscar documento/entrevista primária.,Pessoas,283
P0271,Murilo Bustamante,,,BTT,Perfil a pesquisar,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,284
P0373,Murilo Santana,,,,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,285
P0253,Márcio Feitosa,,,Gracie Barra,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,286
P0243,Márcio Stambowsky,,,Renzo Gracie Academy,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,287
P0197,Mário Reis,,,Alliance / Dream Art,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,288
P0270,Mário Sperry,,,BTT,Perfil a pesquisar,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,289
P0140,Nataly Santos,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,290
P0175,Nathannael Fernandes,,,Melqui Galvão Jiu-Jitsu,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,291
P0244,Neiman Gracie,,,Renzo Gracie Academy,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,292
P0398,Nelson Monteiro,,,Gracie Barra,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,293
P0199,Nicholas Meregali,,,New Wave / former Alliance,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,294
P0276,Nick Rodriguez,Nicky Rod,,B-Team,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,295
P0196,Nicky Ryan,,,B-Team / former DDS,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,296
P0209,Nicolas Gregoriades,,,Jiu Jitsu Brotherhood,Perfil com relação apoiada,Professor / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,297
P0315,Nisar Loynab,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,298
P0088,Olavo Torrano,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,299
P0423,Omar Ocasio,,Estados Unidos,10th Planet Jiu-Jitsu,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,300
P0023,Orlando Andrade,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,301
P0313,Osamah Almarwai,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,302
P0104,Oscar Eklöf,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,303
P0012,Oswaldo Fadda,,Brasil,Academia Fadda,Contexto histórico,Tronco paralelo,Historical Lineage Research v0.6,2026-07-05,Figura central na difusão social do Jiu-Jitsu no subúrbio carioca.,Pessoas,304
P0255,Otávio Sousa,,,Gracie Barra,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,305
P0110,Pablo Mesples,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,306
P0430,Paul Creighton,,Estados Unidos,Renzo Gracie Academy,Ativo ou histórico — em curadoria,Faixa-preta / professor,Historical Lineage Research v0.6,2026-07-05,Incluído na expansão global v0.6; relação de graduação vinculada à fonte cadastrada.,Pessoas,307
P0231,Paulo Gabriel Martins,,,Gracie Humaitá,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,308
P0201,Paulo Maurício Strauch,,,Gracie Humaitá,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,309
P0172,Paulo Miyao,,,PSLPB / Unity,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,310
P0018,Paulo Sguizzardi,Chimpa,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,311
P0408,Paulo “Coelho” Brandão,,,Gracie Humaitá,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,312
P0015,Pedro Andrade,Jaca,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,313
P0365,Pedro Crixel,,,Projeto Social Lutando Pelo Bem,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,314
P0357,Pedro Duarte,,,Brazilian Top Team,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,315
P0079,Petri Kolehmainen,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,316
P0387,Philippe “Philzinho” Balmant,,,Marcelo Garcia Jiu-Jitsu / Alliance,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,317
P0020,Pierre Chofard,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,318
P0289,Rafael Formiga,,,Alliance,Perfil a pesquisar,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,319
P0342,Rafael Heck,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,320
P0160,Rafael Mendes,Rafa,,Art of Jiu-Jitsu,Perfil com relação apoiada,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,321
P0134,Rafael Paganini,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,322
P0124,Rafael Ramos,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,323
P0153,Rafael Santiago,,Brasil,Alliance,Validado,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,Página oficial da Alliance o descreve como faixa-preta de Michael Langhi.,Pessoas,324
P0123,Raimundo Cezar,Cupim,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,325
P0309,Ralf Warneking,,,10th Planet Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,326
P0403,Ralph Gracie,,,Gracie Barra,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,327
P0137,Ramon Delsin,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,328
P0159,Ramon Lemos,,,Atos / Art of Jiu-Jitsu,Perfil com relação apoiada,Mestre / treinador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,329
P0116,Raphael Castro,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,330
P0238,Relson Gracie,,,Gracie Humaitá,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,331
P0301,Renan Barão,,Brasil,Nova União,Perfil validado,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,Recebeu a faixa-preta de André Pederneiras conforme reportagem contemporânea do Combate.,Pessoas,332
P0112,Renata Marinho,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,333
P0141,Renato Chiusano Moran,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,334
P0191,Renzo Gracie,,,Renzo Gracie Academy,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,335
P0239,Reylson Gracie,,,Gracie,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,336
P0065,Ribamar Santiago,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,337
P0242,Ricardo Almeida,,,Renzo Gracie Academy,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,338
P0115,Ricardo Bezerra,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,339
P0102,Ricardo Caloi,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,340
P0027,Ricardo Delneri,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,341
P0053,Ricardo Lewandowski,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,342
P0272,Ricardo Libório,,,American Top Team,Perfil a pesquisar,Mestre / fundador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,343
P0223,Ricardo Marques,,,Alliance,Perfil com relação apoiada,Professor / treinador,Historical Lineage Research v0.6,2026-07-05,,Pessoas,344
P0068,Ricardo Mesquita,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,345
P0013,Ricardo Miller,Franjinha,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,346
P0063,Ricardo Miranda,Aritana,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,347
P0204,Ricardo Vieira,Rico,,Checkmat,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,348
P0346,Ricardo “Pantcho” Feliciano,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,349
P0366,Richar Nogueira,,,Projeto Social Lutando Pelo Bem,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,350
P0307,Richie “Boogeyman” Martinez,Richie Martinez,,10th Planet Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,351
P0235,Rickson Gracie,,,Gracie,Perfil a pesquisar,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,352
P0167,Rider Zuchi,,,NS Brotherhood,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,353
P0246,Rigan Machado,,,Machado Jiu-Jitsu,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,354
P0186,Robert Drysdale,,,Drysdale Jiu-Jitsu / Checkmat,Perfil com relação apoiada,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,355
P0042,Roberta Parisi,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,356
P0184,Rodolfo Vieira,,,GFTeam,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,357
P0279,Rodrigo Cavaca,,,Cavaca Jiu-Jitsu,Perfil a pesquisar,Mestre / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,358
P0046,Rodrigo Funaro,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,359
P0148,Rodrigo Kurayama,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,360
P0414,Rodrigo Medeiros,,,Carlson Gracie Team,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,361
P0391,Rodrigo Pagani,,,Ribeiro Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,362
P0024,Rodrigo Petroni,,,Alliance / vínculo de formação citado por Fábio Gurgel,Perfil mínimo — biografia pendente,Faixa-preta formado,Historical Lineage Research v0.6,2026-07-05,"Relação de faixa-preta confirmada por lista do professor; completar país, período, equipe e biografia com fonte independente.",Pessoas,363
P0345,Rodrigo “Brucutu” Cabral,,,Checkmat,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,364
P0208,Roger Gracie,,,Roger Gracie Academy,Perfil com relação apoiada,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,365
P0319,Rolando Samson,,,Atos Jiu-Jitsu,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,366
P0005,Rolls Gracie,,Brasil,Gracie,Em pesquisa histórica,Conector de geração,Historical Lineage Research v0.6,2026-07-05,A relação de mestre de Romero é documentada; o registro formal de sua própria promoção permanece em pesquisa.,Pessoas,367
P0006,Romero Cavalcanti,Jacaré,Brasil,Alliance / antiga Jacaré Jiu-Jitsu,Validado,Mestre,Historical Lineage Research v0.6,2026-07-05,Mestre de Fábio Gurgel e Alexandre Paiva; relação com Rolls aparece no relato de Fábio.,Pessoas,368
P0254,Romulo Barral,,,Gracie Barra,Perfil a pesquisar,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,369
P0237,Rorion Gracie,,,Gracie Academy,Perfil a pesquisar,Mestre / gestor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,370
P0212,Ross Nicholls,,,Roger Gracie Academy,Perfil com relação apoiada,Atleta / professor,Historical Lineage Research v0.6,2026-07-05,,Pessoas,371
P0236,Royce Gracie,,,Gracie,Perfil a pesquisar,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,372
P0227,Royler Gracie,,,Gracie Humaitá,Perfil com relação apoiada,Mestre / atleta,Historical Lineage Research v0.6,2026-07-05,,Pessoas,373
P0154,Rubens Charles,Cobrinha,Brasil,Alliance / Cobrinha BJJ,Validado,Mestre,Historical Lineage Research v0.6,2026-07-05,"Página oficial da Alliance identifica Kennedy Maciel como promovido por seu pai, Rubens Charles.",Pessoas,374
P0378,Rudson Mateus,,,Caio Terra Association,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,375
P0402,Ryan Gracie,,,Gracie Barra,Perfil com relação apoiada,Faixa-preta pesquisado,Historical Lineage Research v0.6,2026-07-05,Registro criado na expansão global v0.5. Relação publicada apenas com fonte e nível de evidência.,Pessoas,376
